id,age,term,annual_contribution,growth_rate,takaful_benefit,year_one,year_two,year_three,year_four,year_five,year_six,year_seven,year_eight,year_nine,year_ten,year_eleven,year_twelve,year_thirteen,year_fourteen,year_fifteen,year_sixteen,year_seventeen,year_eighteen,year_nineteen,year_twenty,year_twenty_one,year_twenty_two,year_twenty_three,year_twenty_four,year_twenty_five,created_at
403,42,20,118800,0.13,594000,69314.3,161124,300848,456294,641907,835280,1074840,1315530,1582540,1916320,2249060,2618190,3027710,3482050,4048780,4614970,5243180,5940200,6713590,7634410,,,,,,3/4/2025 0:34
404,42,25,103700,0.13,518500,60261.7,140112,261733,397015,558563,726807,935277,1144640,1376850,1667230,1956530,2277450,2633430,3028320,3521080,4013090,4558920,5164490,5836330,6636420,7469470,8393770,9419330,10557300,11874600,3/4/2025 0:34
405,43,10,199200,0.13,996000,117407,272640,508481,771123,1084780,1411850,1816820,2224230,2676350,3241130,,,,,,,,,,,,,,,,3/4/2025 0:34
406,43,15,144600,0.13,723000,84703.3,196762,367218,556993,783657,1019890,1312490,1606630,1932980,2340830,2747640,3199020,3699870,4255620,4948570,,,,,,,,,,,3/4/2025 0:34
407,43,20,118800,0.13,594000,69249.9,160908,300467,455811,641369,834682,1074170,1314800,1581720,1915410,2248050,2617060,3026460,3480670,4047250,4613270,5241280,5938100,6711260,7631820,,,,,,3/4/2025 0:34
408,43,25,103700,0.13,518500,60205.4,139924,261400,396592,558091,726284,934696,1143990,1376130,1666430,1955650,2276460,2632340,3027110,3519730,4011600,4557270,5162650,5834290,6634150,7466950,8390970,9416220,10553800,11870800,3/4/2025 0:34
409,44,10,199300,0.13,996500,117323,272282,508001,770517,1084220,1411330,1816380,2223840,2676020,3240900,,,,,,,,,,,,,,,,3/4/2025 0:34
410,44,15,144700,0.13,723500,84658.5,196540,366939,556658,783398,1019710,1312410,1606650,1933110,2341110,2748050,3199580,3700600,4256540,4949750,,,,,,,,,,,3/4/2025 0:34
411,44,20,118800,0.13,594000,69163.9,160611,300025,455212,640701,833940,1073350,1313880,1580700,1914290,2246790,2615670,3024920,3478950,4045350,4611160,5238940,5935490,6708370,7628610,,,,,,3/4/2025 0:34
412,44,25,103700,0.13,518500,60130.4,139664,261014,396068,557506,725634,933974,1143190,1375240,1665440,1954550,2275250,2630980,3025610,3518070,4009740,4555210,5160370,5831760,6631340,7463830,8387500,9412370,10549500,11866000,3/4/2025 0:34
413,45,10,199400,0.13,997000,117181,271930,507376,769748,1083480,1410610,1815700,2223200,2675420,3240370,,,,,,,,,,,,,,,,3/4/2025 0:34
414,45,15,144700,0.13,723500,84511.9,196184,366297,555812,782456,1018660,1311250,1605360,1931680,2339520,2746290,3197620,3698430,4254120,4947070,,,,,,,,,,,3/4/2025 0:34
415,45,20,118900,0.13,594500,69103.2,160457,299755,454907,640475,833795,1073320,1313950,1580880,1914620,2247270,2616310,3025730,3479960,4046630,4612680,5240740,5937590,6710810,7631480,,,,,,3/4/2025 0:34
416,45,25,103800,0.13,519000,60085,139547,260810,395850,557377,725596,934059,1143390,1375570,1665940,1955210,2276090,2632020,3026860,3519620,4011580,4557350,5162850,5834610,6634670,7467640,8391840,9417280,10555100,11872400,3/4/2025 0:34
417,46,10,199600,0.13,998000,117141,271548,506819,769138,1083030,1410320,1815640,2223340,2675780,3241040,,,,,,,,,,,,,,,,3/4/2025 0:34
418,46,15,144800,0.13,724000,84456.3,195843,365774,555190,781876,1018130,1310780,1604940,1931320,2339260,2746100,3197530,3698420,4254230,4947340,,,,,,,,,,,3/4/2025 0:34
419,46,20,119000,0.13,595000,69068.2,160202,299370,454463,640093,833477,1073090,1313800,1580820,1914700,2247460,2616630,3026190,3480570,4047460,4613710,5241990,5939090,6712570,7633590,,,,,,3/4/2025 0:34
420,46,25,103800,0.13,519000,60002.3,139203,260249,395120,556562,724691,933054,1142280,1374330,1664570,1953680,2274390,2630140,3024770,3517300,4009000,4554490,5159670,5831080,6630750,7463280,8387000,9411920,10549100,11865700,3/4/2025 0:34
421,47,10,199800,0.13,999000,116971,271018,506061,768266,1082280,1409710,1815210,2223070,2675700,3241230,,,,,,,,,,,,,,,,3/4/2025 0:34
422,47,15,144900,0.13,724500,84306.2,195397,365107,554378,781085,1017350,1310050,1604240,1930640,2338640,2745520,3196990,3697930,4253780,4947010,,,,,,,,,,,3/4/2025 0:34
423,47,20,119000,0.13,595000,68895.9,159721,298610,453473,638988,832250,1071730,1312290,1579140,1912830,2245390,2614330,3023630,3477740,4044310,4610220,5238110,5934780,6707790,7628280,,,,,,3/4/2025 0:34
424,47,25,103900,0.13,519500,59911.4,138921,259841,394644,556144,724333,932783,1142080,1374220,1664580,1953810,2274630,2630510,3025290,3518030,4009920,4555610,5161020,5832690,6632700,7465550,8389630,9414940,10552600,11869700,3/4/2025 0:34
425,48,10,200000,0.13,1000000,116801,270438,505176,767263,1081390,1408930,1814600,2222610,2675390,3241160,,,,,,,,,,,,,,,,3/4/2025 0:34
426,48,15,145100,0.13,725500,84215.1,195050,364604,553860,780733,1017170,1310100,1604510,1931150,2339480,2746670,3198470,3699790,4256060,4949850,,,,,,,,,,,3/4/2025 0:34
427,48,20,119100,0.13,595500,68782.8,159348,298031,452795,638344,831640,1071170,1311780,1578690,1912460,2245080,2614090,3023480,3477670,4044400,4610420,5238430,5935250,6708420,7629140,,,,,,3/4/2025 0:34
428,48,25,103900,0.13,519500,59760.9,138475,259111,393710,555100,723173,931495,1140650,1372630,1662820,1951850,2272460,2628100,3022610,3515060,4006610,4551940,5156950,5828170,6627680,7459970,8383430,9408060,10545000,11861300,3/4/2025 0:34
429,49,10,200200,0.13,1001000,116601,269725,504167,765982,1080190,1407810,1813600,2221710,2674610,3240570,,,,,,,,,,,,,,,,3/4/2025 0:34
430,49,15,145200,0.13,726000,84043.1,194471,363755,552750,779607,1016030,1308950,1603340,1929960,2338300,2745460,3197230,3698520,4254760,4948560,,,,,,,,,,,3/4/2025 0:34
431,49,20,119200,0.13,596000,68652.2,158896,297378,451950,637512,830822,1070390,1311020,1577950,1911780,2244430,2613470,3022890,3477120,4043950,4610030,5238100,5934990,6708230,7629090,,,,,,3/4/2025 0:34
432,49,25,104000,0.13,520000,59654.4,138098,258573,393020,554440,722546,930925,1140120,1372150,1662420,1951510,2272190,2627910,3022500,3515100,4006760,4552220,5157360,5828730,6628460,7460950,8384620,9409480,10546600,11863300,3/4/2025 0:34
433,50,10,200500,0.13,1002500,116401,269118,503116,764765,1079170,1406990,1813080,2221440,2674630,3241000,,,,,,,,,,,,,,,,3/4/2025 0:34
434,50,15,145300,0.13,726500,83828.6,193869,362691,551407,778218,1014590,1307490,1601810,1928370,2336670,2743760,3195450,3696650,4252780,4946520,,,,,,,,,,,3/4/2025 0:34
435,50,20,119300,0.13,596500,68486.6,158426,296548,450912,636462,829761,1069340,1309960,1576870,1910720,2243360,2612390,3021800,3476020,4042880,4608940,5237010,5933880,6707100,7628000,,,,,,3/4/2025 0:34
436,50,25,104100,0.13,520500,59517.4,137705,257880,392161,553589,721707,930120,1139330,1371380,1661700,1950820,2271530,2627280,3021910,3514600,4006310,4551820,5157020,5828470,6628320,7460900,8384670,9409650,10546900,11863800,3/4/2025 0:34
437,51,10,200800,0.13,1004000,116221,268164,501698,763087,1077640,1405600,1811910,2220470,2673860,3240560,,,,,,,,,,,,,,,,3/4/2025 0:34
438,51,15,145500,0.13,727500,83688.2,193153,361616,550117,776998,1013450,1306470,1600900,1927560,2336050,2743280,3195130,3696500,4252830,4946890,,,,,,,,,,,3/4/2025 0:34
439,51,20,119400,0.13,597000,68333.5,157750,295501,449601,635105,828360,1067910,1308480,1575330,1909150,2241720,2610680,3020000,3474120,4040940,4606890,5234830,5931570,6704640,7625420,,,,,,3/4/2025 0:34
440,51,25,104200,0.13,521000,59391.3,137132,256997,391063,552470,720569,928983,1138180,1370200,1660530,1949630,2270300,2626020,3020630,3513330,4005010,4550480,5155640,5827040,6626890,7459420,8383130,9408040,10545300,11862100,3/4/2025 0:34
441,52,10,201200,0.13,1006000,115881,267130,500207,761377,1076170,1404400,1811080,2219970,2673720,3240960,,,,,,,,,,,,,,,,3/4/2025 0:34
442,52,15,145700,0.13,728500,83388.6,192281,360305,548526,775437,1011930,1305030,1599510,1926240,2334850,2742160,3194100,3695560,4252000,4946290,,,,,,,,,,,3/4/2025 0:34
443,52,20,119600,0.13,598000,68108.5,157082,294513,448428,634011,827356,1067050,1307730,1574720,1908740,2241480,2610620,3020140,3474490,4041660,4607910,5236180,5933270,6706750,7628070,,,,,,3/4/2025 0:34
444,52,25,104300,0.13,521500,59151.2,136448,255946,389750,551104,719159,927544,1136680,1368650,1658940,1947970,2268570,2624200,3018710,3511360,4002930,4548280,5153300,5824540,6624280,7456620,8380140,9404820,10541800,11858400,3/4/2025 0:34
445,53,10,201600,0.13,1008000,115559,266001,498521,759400,1074400,1402850,1809870,2219050,2673120,3240840,,,,,,,,,,,,,,,,3/4/2025 0:34
446,53,15,145900,0.13,729500,83103.4,191342,358855,546743,773658,1010160,1303330,1597830,1924580,2333290,2740630,3192610,3694120,4250610,4945070,,,,,,,,,,,3/4/2025 0:34
447,53,20,119700,0.13,598500,67836.9,156225,293160,446714,632194,825444,1065050,1305620,1572480,1906390,2238970,2607940,3017280,3471420,4038410,4604400,5232380,5929160,6702290,7623290,,,,,,3/4/2025 0:34
448,53,25,104400,0.13,522000,58921.7,135717,254796,388301,549583,717575,925912,1134980,1366860,1657090,1946020,2266510,2622020,3016400,3508950,4000360,4545530,5150350,5821370,6620920,7453000,8376210,9400570,10537200,11853400,3/4/2025 0:34
449,54,10,202100,0.13,1010500,115227,264810,496785,757418,1072730,1401530,1809030,2218640,2673200,3241610,,,,,,,,,,,,,,,,3/4/2025 0:34
450,54,15,146200,0.13,731000,82827.2,190396,357440,545065,772099,1008750,1302140,1596820,1923780,2332810,2740420,3192690,3694530,4251380,4946390,,,,,,,,,,,3/4/2025 0:34
451,54,20,119900,0.13,599500,67583.4,155386,291881,445157,630658,823950,1063650,1304270,1571190,1905230,2237900,2606960,3016400,3470660,4037880,4604020,5232180,5929140,6702480,7623810,,,,,,3/4/2025 0:34
452,54,25,104600,0.13,523000,58715.4,135019,253742,387035,548373,716442,924907,1134070,1366070,1656490,1945560,2266210,2621900,3016470,3509340,4001010,4546460,5151600,5822970,6623000,7455530,8379230,9404130,10541300,11858300,3/4/2025 0:34
453,55,10,202500,0.13,1012500,114768,263299,494515,754693,1070100,1399030,1806760,2216540,2671290,3240040,,,,,,,,,,,,,,,,3/4/2025 0:34
454,55,15,146500,0.13,732500,82500.9,189316,355820,543124,770238,1007000,1300570,1595400,1922520,2331820,2739640,3192140,3694230,4251370,4946850,,,,,,,,,,,3/4/2025 0:34
455,55,20,120100,0.13,600500,67289.2,154438,290435,443384,628872,822177,1061930,1302580,1569520,1903650,2236360,2605460,3014950,3469250,4036630,4602850,5231080,5928140,6701580,7623130,,,,,,3/4/2025 0:34
456,55,25,104700,0.13,523500,58415.6,134093,252294,385203,546408,714366,922729,1131760,1363600,1653890,1942780,2263230,2618700,3013020,3505670,3997030,4542150,5146920,5817880,6617510,7449530,8372680,9396970,10533500,11849800,3/4/2025 0:34
